region_1,region_2,technology_1,technology_1,timestep_4,parameter,value
West,WestSouth,hydro,,h2345,stInflow,1
West,WestSouth,hydro,,h2346,stInflow,1
West,WestSouth,hydro,,h2347,stInflow,1
West,WestSouth,hydro,,h2348,stInflow,1
West,WestSouth,hydro,,h2349,stInflow,1
West,WestSouth,hydro,,h2350,stInflow,1
West,WestSouth,hydro,,h2351,stInflow,1
West,WestSouth,hydro,,h2352,stInflow,1
West,WestSouth,hydro,,h2353,stInflow,1
West,WestSouth,hydro,,h2354,stInflow,1
West,WestSouth,hydro,,h2355,stInflow,1
West,WestSouth,hydro,,h2356,stInflow,1
West,WestSouth,hydro,,h2357,stInflow,1
West,WestSouth,hydro,,h2358,stInflow,1
West,WestSouth,hydro,,h2359,stInflow,1
West,WestSouth,hydro,,h2360,stInflow,1
West,WestSouth,hydro,,h2361,stInflow,1
West,WestSouth,hydro,,h2362,stInflow,1
West,WestSouth,hydro,,h2363,stInflow,1
West,WestSouth,hydro,,h2364,stInflow,1
West,WestSouth,hydro,,h2365,stInflow,1
West,WestSouth,hydro,,h2366,stInflow,1
West,WestSouth,hydro,,h2367,stInflow,1
West,WestSouth,hydro,,h2368,stInflow,1
West,WestSouth,hydro,,h2369,stInflow,1
West,WestSouth,hydro,,h2370,stInflow,1
West,WestSouth,hydro,,h2371,stInflow,1
West,WestSouth,hydro,,h2372,stInflow,1
West,WestSouth,hydro,,h2373,stInflow,1
West,WestSouth,hydro,,h2374,stInflow,1
West,WestSouth,hydro,,h2375,stInflow,1
West,WestSouth,hydro,,h2376,stInflow,1
West,WestSouth,hydro,,h2377,stInflow,1
West,WestSouth,hydro,,h2378,stInflow,1
West,WestSouth,hydro,,h2379,stInflow,1
West,WestSouth,hydro,,h2380,stInflow,1
West,WestSouth,hydro,,h2381,stInflow,1
West,WestSouth,hydro,,h2382,stInflow,1
West,WestSouth,hydro,,h2383,stInflow,1
West,WestSouth,hydro,,h2384,stInflow,1
West,WestSouth,hydro,,h2385,stInflow,1
West,WestSouth,hydro,,h2386,stInflow,1
West,WestSouth,hydro,,h2387,stInflow,1
West,WestSouth,hydro,,h2388,stInflow,1
West,WestSouth,hydro,,h2389,stInflow,1
West,WestSouth,hydro,,h2390,stInflow,1
West,WestSouth,hydro,,h2391,stInflow,1
West,WestSouth,hydro,,h2392,stInflow,1
West,WestSouth,hydro,,h2393,stInflow,1
West,WestSouth,hydro,,h2394,stInflow,1
West,WestSouth,hydro,,h2395,stInflow,1
West,WestSouth,hydro,,h2396,stInflow,1
West,WestSouth,hydro,,h2397,stInflow,1
West,WestSouth,hydro,,h2398,stInflow,1
West,WestSouth,hydro,,h2399,stInflow,1
West,WestSouth,hydro,,h2400,stInflow,1
West,WestSouth,hydro,,h2401,stInflow,1
West,WestSouth,hydro,,h2402,stInflow,1
West,WestSouth,hydro,,h2403,stInflow,1
West,WestSouth,hydro,,h2404,stInflow,1
West,WestSouth,hydro,,h2405,stInflow,1
West,WestSouth,hydro,,h2406,stInflow,1
West,WestSouth,hydro,,h2407,stInflow,1
West,WestSouth,hydro,,h2408,stInflow,1
West,WestSouth,hydro,,h2409,stInflow,1
West,WestSouth,hydro,,h2410,stInflow,1
West,WestSouth,hydro,,h2411,stInflow,1
West,WestSouth,hydro,,h2412,stInflow,1
West,WestSouth,hydro,,h2413,stInflow,1
West,WestSouth,hydro,,h2414,stInflow,1
West,WestSouth,hydro,,h2415,stInflow,1
West,WestSouth,hydro,,h2416,stInflow,1
West,WestSouth,hydro,,h2417,stInflow,1
West,WestSouth,hydro,,h2418,stInflow,1
West,WestSouth,hydro,,h2419,stInflow,1
West,WestSouth,hydro,,h2420,stInflow,1
West,WestSouth,hydro,,h2421,stInflow,1
West,WestSouth,hydro,,h2422,stInflow,1
West,WestSouth,hydro,,h2423,stInflow,1
West,WestSouth,hydro,,h2424,stInflow,1
West,WestSouth,hydro,,h2425,stInflow,1
West,WestSouth,hydro,,h2426,stInflow,1
West,WestSouth,hydro,,h2427,stInflow,1
West,WestSouth,hydro,,h2428,stInflow,1
West,WestSouth,hydro,,h2429,stInflow,1
West,WestSouth,hydro,,h2430,stInflow,1
West,WestSouth,hydro,,h2431,stInflow,1
West,WestSouth,hydro,,h2432,stInflow,1
West,WestSouth,hydro,,h2433,stInflow,1
West,WestSouth,hydro,,h2434,stInflow,1
West,WestSouth,hydro,,h2435,stInflow,1
West,WestSouth,hydro,,h2436,stInflow,1
West,WestSouth,hydro,,h2437,stInflow,1
West,WestSouth,hydro,,h2438,stInflow,1
West,WestSouth,hydro,,h2439,stInflow,1
West,WestSouth,hydro,,h2440,stInflow,1
West,WestSouth,hydro,,h2441,stInflow,1
West,WestSouth,hydro,,h2442,stInflow,1
West,WestSouth,hydro,,h2443,stInflow,1
West,WestSouth,hydro,,h2444,stInflow,1
West,WestSouth,hydro,,h2445,stInflow,1
West,WestSouth,hydro,,h2446,stInflow,1
West,WestSouth,hydro,,h2447,stInflow,1
West,WestSouth,hydro,,h2448,stInflow,1
West,WestSouth,hydro,,h2449,stInflow,1
West,WestSouth,hydro,,h2450,stInflow,1
West,WestSouth,hydro,,h2451,stInflow,1
West,WestSouth,hydro,,h2452,stInflow,1
West,WestSouth,hydro,,h2453,stInflow,1
West,WestSouth,hydro,,h2454,stInflow,1
West,WestSouth,hydro,,h2455,stInflow,1
West,WestSouth,hydro,,h2456,stInflow,1
West,WestSouth,hydro,,h2457,stInflow,1
West,WestSouth,hydro,,h2458,stInflow,1
West,WestSouth,hydro,,h2459,stInflow,1
West,WestSouth,hydro,,h2460,stInflow,1
West,WestSouth,hydro,,h2461,stInflow,1
West,WestSouth,hydro,,h2462,stInflow,1
West,WestSouth,hydro,,h2463,stInflow,1
West,WestSouth,hydro,,h2464,stInflow,1
West,WestSouth,hydro,,h2465,stInflow,1
West,WestSouth,hydro,,h2466,stInflow,1
West,WestSouth,hydro,,h2467,stInflow,1
West,WestSouth,hydro,,h2468,stInflow,1
West,WestSouth,hydro,,h2469,stInflow,1
West,WestSouth,hydro,,h2470,stInflow,1
West,WestSouth,hydro,,h2471,stInflow,1
West,WestSouth,hydro,,h2472,stInflow,1
West,WestSouth,hydro,,h2473,stInflow,1
West,WestSouth,hydro,,h2474,stInflow,1
West,WestSouth,hydro,,h2475,stInflow,1
West,WestSouth,hydro,,h2476,stInflow,1
West,WestSouth,hydro,,h2477,stInflow,1
West,WestSouth,hydro,,h2478,stInflow,1
West,WestSouth,hydro,,h2479,stInflow,1
West,WestSouth,hydro,,h2480,stInflow,1
West,WestSouth,hydro,,h2481,stInflow,1
West,WestSouth,hydro,,h2482,stInflow,1
West,WestSouth,hydro,,h2483,stInflow,1
West,WestSouth,hydro,,h2484,stInflow,1
West,WestSouth,hydro,,h2485,stInflow,1
West,WestSouth,hydro,,h2486,stInflow,1
West,WestSouth,hydro,,h2487,stInflow,1
West,WestSouth,hydro,,h2488,stInflow,1
West,WestSouth,hydro,,h2489,stInflow,1
West,WestSouth,hydro,,h2490,stInflow,1
West,WestSouth,hydro,,h2491,stInflow,1
West,WestSouth,hydro,,h2492,stInflow,1
West,WestSouth,hydro,,h2493,stInflow,1
West,WestSouth,hydro,,h2494,stInflow,1
West,WestSouth,hydro,,h2495,stInflow,1
West,WestSouth,hydro,,h2496,stInflow,1
West,WestSouth,hydro,,h2497,stInflow,1
West,WestSouth,hydro,,h2498,stInflow,1
West,WestSouth,hydro,,h2499,stInflow,1
West,WestSouth,hydro,,h2500,stInflow,1
West,WestSouth,hydro,,h2501,stInflow,1
West,WestSouth,hydro,,h2502,stInflow,1
West,WestSouth,hydro,,h2503,stInflow,1
West,WestSouth,hydro,,h2504,stInflow,1
West,WestSouth,hydro,,h2505,stInflow,1
West,WestSouth,hydro,,h2506,stInflow,1
West,WestSouth,hydro,,h2507,stInflow,1
West,WestSouth,hydro,,h2508,stInflow,1
West,WestSouth,hydro,,h2509,stInflow,1
West,WestSouth,hydro,,h2510,stInflow,1
West,WestSouth,hydro,,h2511,stInflow,1
West,WestSouth,hydro,,h2512,stInflow,1
West,WestSouth,hydro,,h2513,stInflow,1
West,WestSouth,hydro,,h2514,stInflow,1
West,WestSouth,hydro,,h2515,stInflow,1
West,WestSouth,hydro,,h2516,stInflow,1
West,WestSouth,hydro,,h2517,stInflow,1
West,WestSouth,hydro,,h2518,stInflow,1
West,WestSouth,hydro,,h2519,stInflow,1
West,WestSouth,hydro,,h2520,stInflow,1
West,WestSouth,hydro,,h2521,stInflow,1
West,WestSouth,hydro,,h2522,stInflow,1
West,WestSouth,hydro,,h2523,stInflow,1
West,WestSouth,hydro,,h2524,stInflow,1
West,WestSouth,hydro,,h2525,stInflow,1
West,WestSouth,hydro,,h2526,stInflow,1
West,WestSouth,hydro,,h2527,stInflow,1
West,WestSouth,hydro,,h2528,stInflow,1
West,WestSouth,hydro,,h2529,stInflow,1
West,WestSouth,hydro,,h2530,stInflow,1
West,WestSouth,hydro,,h2531,stInflow,1
West,WestSouth,hydro,,h2532,stInflow,1
West,WestSouth,hydro,,h2533,stInflow,1
West,WestSouth,hydro,,h2534,stInflow,1
West,WestSouth,hydro,,h2535,stInflow,1
West,WestSouth,hydro,,h2536,stInflow,1
West,WestSouth,hydro,,h2537,stInflow,1
West,WestSouth,hydro,,h2538,stInflow,1
West,WestSouth,hydro,,h2539,stInflow,1
West,WestSouth,hydro,,h2540,stInflow,1
West,WestSouth,hydro,,h2541,stInflow,1
West,WestSouth,hydro,,h2542,stInflow,1
West,WestSouth,hydro,,h2543,stInflow,1
West,WestSouth,hydro,,h2544,stInflow,1
West,WestSouth,hydro,,h2545,stInflow,1
West,WestSouth,hydro,,h2546,stInflow,1
West,WestSouth,hydro,,h2547,stInflow,1
West,WestSouth,hydro,,h2548,stInflow,1
West,WestSouth,hydro,,h2549,stInflow,1
West,WestSouth,hydro,,h2550,stInflow,1
West,WestSouth,hydro,,h2551,stInflow,1
West,WestSouth,hydro,,h2552,stInflow,1
West,WestSouth,hydro,,h2553,stInflow,1
West,WestSouth,hydro,,h2554,stInflow,1
West,WestSouth,hydro,,h2555,stInflow,1
West,WestSouth,hydro,,h2556,stInflow,1
West,WestSouth,hydro,,h2557,stInflow,1
West,WestSouth,hydro,,h2558,stInflow,1
West,WestSouth,hydro,,h2559,stInflow,1
West,WestSouth,hydro,,h2560,stInflow,1
West,WestSouth,hydro,,h2561,stInflow,1
West,WestSouth,hydro,,h2562,stInflow,1
West,WestSouth,hydro,,h2563,stInflow,1
West,WestSouth,hydro,,h2564,stInflow,1
West,WestSouth,hydro,,h2565,stInflow,1
West,WestSouth,hydro,,h2566,stInflow,1
West,WestSouth,hydro,,h2567,stInflow,1
West,WestSouth,hydro,,h2568,stInflow,1
West,WestSouth,hydro,,h2569,stInflow,1
West,WestSouth,hydro,,h2570,stInflow,1
West,WestSouth,hydro,,h2571,stInflow,1
West,WestSouth,hydro,,h2572,stInflow,1
West,WestSouth,hydro,,h2573,stInflow,1
West,WestSouth,hydro,,h2574,stInflow,1
West,WestSouth,hydro,,h2575,stInflow,1
West,WestSouth,hydro,,h2576,stInflow,1
West,WestSouth,hydro,,h2577,stInflow,1
West,WestSouth,hydro,,h2578,stInflow,1
West,WestSouth,hydro,,h2579,stInflow,1
West,WestSouth,hydro,,h2580,stInflow,1
West,WestSouth,hydro,,h2581,stInflow,1
West,WestSouth,hydro,,h2582,stInflow,1
West,WestSouth,hydro,,h2583,stInflow,1
West,WestSouth,hydro,,h2584,stInflow,1
West,WestSouth,hydro,,h2585,stInflow,1
West,WestSouth,hydro,,h2586,stInflow,1
West,WestSouth,hydro,,h2587,stInflow,1
West,WestSouth,hydro,,h2588,stInflow,1
West,WestSouth,hydro,,h2589,stInflow,1
West,WestSouth,hydro,,h2590,stInflow,1
West,WestSouth,hydro,,h2591,stInflow,1
West,WestSouth,hydro,,h2592,stInflow,1
West,WestSouth,hydro,,h2593,stInflow,1
West,WestSouth,hydro,,h2594,stInflow,1
West,WestSouth,hydro,,h2595,stInflow,1
West,WestSouth,hydro,,h2596,stInflow,1
West,WestSouth,hydro,,h2597,stInflow,1
West,WestSouth,hydro,,h2598,stInflow,1
West,WestSouth,hydro,,h2599,stInflow,1
West,WestSouth,hydro,,h2600,stInflow,1
West,WestSouth,hydro,,h2601,stInflow,1
West,WestSouth,hydro,,h2602,stInflow,1
West,WestSouth,hydro,,h2603,stInflow,1
West,WestSouth,hydro,,h2604,stInflow,1
West,WestSouth,hydro,,h2605,stInflow,1
West,WestSouth,hydro,,h2606,stInflow,1
West,WestSouth,hydro,,h2607,stInflow,1
West,WestSouth,hydro,,h2608,stInflow,1
West,WestSouth,hydro,,h2609,stInflow,1
West,WestSouth,hydro,,h2610,stInflow,1
West,WestSouth,hydro,,h2611,stInflow,1
West,WestSouth,hydro,,h2612,stInflow,1
West,WestSouth,hydro,,h2613,stInflow,1
West,WestSouth,hydro,,h2614,stInflow,1
West,WestSouth,hydro,,h2615,stInflow,1
West,WestSouth,hydro,,h2616,stInflow,1
West,WestSouth,hydro,,h2617,stInflow,1
West,WestSouth,hydro,,h2618,stInflow,1
West,WestSouth,hydro,,h2619,stInflow,1
West,WestSouth,hydro,,h2620,stInflow,1
West,WestSouth,hydro,,h2621,stInflow,1
West,WestSouth,hydro,,h2622,stInflow,1
West,WestSouth,hydro,,h2623,stInflow,1
West,WestSouth,hydro,,h2624,stInflow,1
West,WestSouth,hydro,,h2625,stInflow,1
West,WestSouth,hydro,,h2626,stInflow,1
West,WestSouth,hydro,,h2627,stInflow,1
West,WestSouth,hydro,,h2628,stInflow,1
West,WestSouth,hydro,,h2629,stInflow,1
West,WestSouth,hydro,,h2630,stInflow,1
West,WestSouth,hydro,,h2631,stInflow,1
West,WestSouth,hydro,,h2632,stInflow,1
West,WestSouth,hydro,,h2633,stInflow,1
West,WestSouth,hydro,,h2634,stInflow,1
West,WestSouth,hydro,,h2635,stInflow,1
West,WestSouth,hydro,,h2636,stInflow,1
West,WestSouth,hydro,,h2637,stInflow,1
West,WestSouth,hydro,,h2638,stInflow,1
West,WestSouth,hydro,,h2639,stInflow,1
West,WestSouth,hydro,,h2640,stInflow,1
West,WestSouth,hydro,,h2641,stInflow,1
West,WestSouth,hydro,,h2642,stInflow,1
West,WestSouth,hydro,,h2643,stInflow,1
West,WestSouth,hydro,,h2644,stInflow,1
West,WestSouth,hydro,,h2645,stInflow,1
West,WestSouth,hydro,,h2646,stInflow,1
West,WestSouth,hydro,,h2647,stInflow,1
West,WestSouth,hydro,,h2648,stInflow,1
West,WestSouth,hydro,,h2649,stInflow,1
West,WestSouth,hydro,,h2650,stInflow,1
West,WestSouth,hydro,,h2651,stInflow,1
West,WestSouth,hydro,,h2652,stInflow,1
West,WestSouth,hydro,,h2653,stInflow,1
West,WestSouth,hydro,,h2654,stInflow,1
West,WestSouth,hydro,,h2655,stInflow,1
West,WestSouth,hydro,,h2656,stInflow,1
West,WestSouth,hydro,,h2657,stInflow,1
West,WestSouth,hydro,,h2658,stInflow,1
West,WestSouth,hydro,,h2659,stInflow,1
West,WestSouth,hydro,,h2660,stInflow,1
West,WestSouth,hydro,,h2661,stInflow,1
West,WestSouth,hydro,,h2662,stInflow,1
West,WestSouth,hydro,,h2663,stInflow,1
West,WestSouth,hydro,,h2664,stInflow,1
West,WestSouth,hydro,,h2665,stInflow,1
West,WestSouth,hydro,,h2666,stInflow,1
West,WestSouth,hydro,,h2667,stInflow,1
West,WestSouth,hydro,,h2668,stInflow,1
West,WestSouth,hydro,,h2669,stInflow,1
West,WestSouth,hydro,,h2670,stInflow,1
West,WestSouth,hydro,,h2671,stInflow,1
West,WestSouth,hydro,,h2672,stInflow,1
West,WestSouth,hydro,,h2673,stInflow,1
West,WestSouth,hydro,,h2674,stInflow,1
West,WestSouth,hydro,,h2675,stInflow,1
West,WestSouth,hydro,,h2676,stInflow,1
West,WestSouth,hydro,,h2677,stInflow,1
West,WestSouth,hydro,,h2678,stInflow,1
West,WestSouth,hydro,,h2679,stInflow,1
West,WestSouth,hydro,,h2680,stInflow,1
West,WestSouth,hydro,,h2681,stInflow,1
West,WestSouth,hydro,,h2682,stInflow,1
West,WestSouth,hydro,,h2683,stInflow,1
West,WestSouth,hydro,,h2684,stInflow,1
West,WestSouth,hydro,,h2685,stInflow,1
West,WestSouth,hydro,,h2686,stInflow,1
West,WestSouth,hydro,,h2687,stInflow,1
West,WestSouth,hydro,,h2688,stInflow,1
West,WestSouth,hydro,,h2689,stInflow,1
West,WestSouth,hydro,,h2690,stInflow,1
West,WestSouth,hydro,,h2691,stInflow,1
West,WestSouth,hydro,,h2692,stInflow,1
West,WestSouth,hydro,,h2693,stInflow,1
West,WestSouth,hydro,,h2694,stInflow,1
West,WestSouth,hydro,,h2695,stInflow,1
West,WestSouth,hydro,,h2696,stInflow,1
West,WestSouth,hydro,,h2697,stInflow,1
West,WestSouth,hydro,,h2698,stInflow,1
West,WestSouth,hydro,,h2699,stInflow,1
West,WestSouth,hydro,,h2700,stInflow,1
West,WestSouth,hydro,,h2701,stInflow,1
West,WestSouth,hydro,,h2702,stInflow,1
West,WestSouth,hydro,,h2703,stInflow,1
West,WestSouth,hydro,,h2704,stInflow,1
West,WestSouth,hydro,,h2705,stInflow,1
West,WestSouth,hydro,,h2706,stInflow,1
West,WestSouth,hydro,,h2707,stInflow,1
West,WestSouth,hydro,,h2708,stInflow,1
West,WestSouth,hydro,,h2709,stInflow,1
West,WestSouth,hydro,,h2710,stInflow,1
West,WestSouth,hydro,,h2711,stInflow,1
West,WestSouth,hydro,,h2712,stInflow,1
West,WestSouth,hydro,,h2713,stInflow,1
West,WestSouth,hydro,,h2714,stInflow,1
West,WestSouth,hydro,,h2715,stInflow,1
West,WestSouth,hydro,,h2716,stInflow,1
West,WestSouth,hydro,,h2717,stInflow,1
West,WestSouth,hydro,,h2718,stInflow,1
West,WestSouth,hydro,,h2719,stInflow,1
West,WestSouth,hydro,,h2720,stInflow,1
West,WestSouth,hydro,,h2721,stInflow,1
West,WestSouth,hydro,,h2722,stInflow,1
West,WestSouth,hydro,,h2723,stInflow,1
West,WestSouth,hydro,,h2724,stInflow,1
West,WestSouth,hydro,,h2725,stInflow,1
West,WestSouth,hydro,,h2726,stInflow,1
West,WestSouth,hydro,,h2727,stInflow,1
West,WestSouth,hydro,,h2728,stInflow,1
West,WestSouth,hydro,,h2729,stInflow,1
West,WestSouth,hydro,,h2730,stInflow,1
West,WestSouth,hydro,,h2731,stInflow,1
West,WestSouth,hydro,,h2732,stInflow,1
West,WestSouth,hydro,,h2733,stInflow,1
West,WestSouth,hydro,,h2734,stInflow,1
West,WestSouth,hydro,,h2735,stInflow,1
West,WestSouth,hydro,,h2736,stInflow,1
West,WestSouth,hydro,,h2737,stInflow,1
West,WestSouth,hydro,,h2738,stInflow,1
West,WestSouth,hydro,,h2739,stInflow,1
West,WestSouth,hydro,,h2740,stInflow,1
West,WestSouth,hydro,,h2741,stInflow,1
West,WestSouth,hydro,,h2742,stInflow,1
West,WestSouth,hydro,,h2743,stInflow,1
West,WestSouth,hydro,,h2744,stInflow,1
West,WestSouth,hydro,,h2745,stInflow,1
West,WestSouth,hydro,,h2746,stInflow,1
West,WestSouth,hydro,,h2747,stInflow,1
West,WestSouth,hydro,,h2748,stInflow,1
West,WestSouth,hydro,,h2749,stInflow,1
West,WestSouth,hydro,,h2750,stInflow,1
West,WestSouth,hydro,,h2751,stInflow,1
West,WestSouth,hydro,,h2752,stInflow,1
West,WestSouth,hydro,,h2753,stInflow,1
West,WestSouth,hydro,,h2754,stInflow,1
West,WestSouth,hydro,,h2755,stInflow,1
West,WestSouth,hydro,,h2756,stInflow,1
West,WestSouth,hydro,,h2757,stInflow,1
West,WestSouth,hydro,,h2758,stInflow,1
West,WestSouth,hydro,,h2759,stInflow,1
West,WestSouth,hydro,,h2760,stInflow,1
West,WestSouth,hydro,,h2761,stInflow,1
West,WestSouth,hydro,,h2762,stInflow,1
West,WestSouth,hydro,,h2763,stInflow,1
West,WestSouth,hydro,,h2764,stInflow,1
West,WestSouth,hydro,,h2765,stInflow,1
West,WestSouth,hydro,,h2766,stInflow,1
West,WestSouth,hydro,,h2767,stInflow,1
West,WestSouth,hydro,,h2768,stInflow,1
West,WestSouth,hydro,,h2769,stInflow,1
West,WestSouth,hydro,,h2770,stInflow,1
West,WestSouth,hydro,,h2771,stInflow,1
West,WestSouth,hydro,,h2772,stInflow,1
West,WestSouth,hydro,,h2773,stInflow,1
West,WestSouth,hydro,,h2774,stInflow,1
West,WestSouth,hydro,,h2775,stInflow,1
West,WestSouth,hydro,,h2776,stInflow,1
West,WestSouth,hydro,,h2777,stInflow,1
West,WestSouth,hydro,,h2778,stInflow,1
West,WestSouth,hydro,,h2779,stInflow,1
West,WestSouth,hydro,,h2780,stInflow,1
West,WestSouth,hydro,,h2781,stInflow,1
West,WestSouth,hydro,,h2782,stInflow,1
West,WestSouth,hydro,,h2783,stInflow,1
West,WestSouth,hydro,,h2784,stInflow,1
West,WestSouth,hydro,,h2785,stInflow,1
West,WestSouth,hydro,,h2786,stInflow,1
West,WestSouth,hydro,,h2787,stInflow,1
West,WestSouth,hydro,,h2788,stInflow,1
West,WestSouth,hydro,,h2789,stInflow,1
West,WestSouth,hydro,,h2790,stInflow,1
West,WestSouth,hydro,,h2791,stInflow,1
West,WestSouth,hydro,,h2792,stInflow,1
West,WestSouth,hydro,,h2793,stInflow,1
West,WestSouth,hydro,,h2794,stInflow,1
West,WestSouth,hydro,,h2795,stInflow,1
West,WestSouth,hydro,,h2796,stInflow,1
West,WestSouth,hydro,,h2797,stInflow,1
West,WestSouth,hydro,,h2798,stInflow,1
West,WestSouth,hydro,,h2799,stInflow,1
West,WestSouth,hydro,,h2800,stInflow,1
West,WestSouth,hydro,,h2801,stInflow,1
West,WestSouth,hydro,,h2802,stInflow,1
West,WestSouth,hydro,,h2803,stInflow,1
West,WestSouth,hydro,,h2804,stInflow,1
West,WestSouth,hydro,,h2805,stInflow,1
West,WestSouth,hydro,,h2806,stInflow,1
West,WestSouth,hydro,,h2807,stInflow,1
West,WestSouth,hydro,,h2808,stInflow,1
West,WestSouth,hydro,,h2809,stInflow,1
West,WestSouth,hydro,,h2810,stInflow,1
West,WestSouth,hydro,,h2811,stInflow,1
West,WestSouth,hydro,,h2812,stInflow,1
West,WestSouth,hydro,,h2813,stInflow,1
West,WestSouth,hydro,,h2814,stInflow,1
West,WestSouth,hydro,,h2815,stInflow,1
West,WestSouth,hydro,,h2816,stInflow,1
West,WestSouth,hydro,,h2817,stInflow,1
West,WestSouth,hydro,,h2818,stInflow,1
West,WestSouth,hydro,,h2819,stInflow,1
West,WestSouth,hydro,,h2820,stInflow,1
West,WestSouth,hydro,,h2821,stInflow,1
West,WestSouth,hydro,,h2822,stInflow,1
West,WestSouth,hydro,,h2823,stInflow,1
West,WestSouth,hydro,,h2824,stInflow,1
West,WestSouth,hydro,,h2825,stInflow,1
West,WestSouth,hydro,,h2826,stInflow,1
West,WestSouth,hydro,,h2827,stInflow,1
West,WestSouth,hydro,,h2828,stInflow,1
West,WestSouth,hydro,,h2829,stInflow,1
West,WestSouth,hydro,,h2830,stInflow,1
West,WestSouth,hydro,,h2831,stInflow,1
West,WestSouth,hydro,,h2832,stInflow,1
West,WestSouth,hydro,,h2833,stInflow,1
West,WestSouth,hydro,,h2834,stInflow,1
West,WestSouth,hydro,,h2835,stInflow,1
West,WestSouth,hydro,,h2836,stInflow,1
West,WestSouth,hydro,,h2837,stInflow,1
West,WestSouth,hydro,,h2838,stInflow,1
West,WestSouth,hydro,,h2839,stInflow,1
West,WestSouth,hydro,,h2840,stInflow,1
West,WestSouth,hydro,,h2841,stInflow,1
West,WestSouth,hydro,,h2842,stInflow,1
West,WestSouth,hydro,,h2843,stInflow,1
West,WestSouth,hydro,,h2844,stInflow,1
West,WestSouth,hydro,,h2845,stInflow,1
West,WestSouth,hydro,,h2846,stInflow,1
West,WestSouth,hydro,,h2847,stInflow,1
West,WestSouth,hydro,,h2848,stInflow,1
West,WestSouth,hydro,,h2849,stInflow,1
West,WestSouth,hydro,,h2850,stInflow,1
West,WestSouth,hydro,,h2851,stInflow,1
West,WestSouth,hydro,,h2852,stInflow,1
West,WestSouth,hydro,,h2853,stInflow,1
West,WestSouth,hydro,,h2854,stInflow,1
West,WestSouth,hydro,,h2855,stInflow,1
West,WestSouth,hydro,,h2856,stInflow,1
West,WestSouth,hydro,,h2857,stInflow,1
West,WestSouth,hydro,,h2858,stInflow,1
West,WestSouth,hydro,,h2859,stInflow,1
West,WestSouth,hydro,,h2860,stInflow,1
West,WestSouth,hydro,,h2861,stInflow,1
West,WestSouth,hydro,,h2862,stInflow,1
West,WestSouth,hydro,,h2863,stInflow,1
West,WestSouth,hydro,,h2864,stInflow,1
West,WestSouth,hydro,,h2865,stInflow,1
West,WestSouth,hydro,,h2866,stInflow,1
West,WestSouth,hydro,,h2867,stInflow,1
West,WestSouth,hydro,,h2868,stInflow,1
West,WestSouth,hydro,,h2869,stInflow,1
West,WestSouth,hydro,,h2870,stInflow,1
West,WestSouth,hydro,,h2871,stInflow,1
West,WestSouth,hydro,,h2872,stInflow,1
West,WestSouth,hydro,,h2873,stInflow,1
West,WestSouth,hydro,,h2874,stInflow,1
West,WestSouth,hydro,,h2875,stInflow,1
West,WestSouth,hydro,,h2876,stInflow,1
West,WestSouth,hydro,,h2877,stInflow,1
West,WestSouth,hydro,,h2878,stInflow,1
West,WestSouth,hydro,,h2879,stInflow,1
West,WestSouth,hydro,,h2880,stInflow,1
West,WestSouth,hydro,,h2881,stInflow,0.501617889
West,WestSouth,hydro,,h2882,stInflow,0.501617889
West,WestSouth,hydro,,h2883,stInflow,0.501617889
West,WestSouth,hydro,,h2884,stInflow,0.501617889
West,WestSouth,hydro,,h2885,stInflow,0.501617889
West,WestSouth,hydro,,h2886,stInflow,0.501617889
West,WestSouth,hydro,,h2887,stInflow,0.501617889
West,WestSouth,hydro,,h2888,stInflow,0.501617889
West,WestSouth,hydro,,h2889,stInflow,0.501617889
West,WestSouth,hydro,,h2890,stInflow,0.501617889
West,WestSouth,hydro,,h2891,stInflow,0.501617889
West,WestSouth,hydro,,h2892,stInflow,0.501617889
West,WestSouth,hydro,,h2893,stInflow,0.501617889
West,WestSouth,hydro,,h2894,stInflow,0.501617889
West,WestSouth,hydro,,h2895,stInflow,0.501617889
West,WestSouth,hydro,,h2896,stInflow,0.501617889
West,WestSouth,hydro,,h2897,stInflow,0.501617889
West,WestSouth,hydro,,h2898,stInflow,0.501617889
West,WestSouth,hydro,,h2899,stInflow,0.501617889
West,WestSouth,hydro,,h2900,stInflow,0.501617889
West,WestSouth,hydro,,h2901,stInflow,0.501617889
West,WestSouth,hydro,,h2902,stInflow,0.501617889
West,WestSouth,hydro,,h2903,stInflow,0.501617889
West,WestSouth,hydro,,h2904,stInflow,0.501617889
West,WestSouth,hydro,,h2905,stInflow,0.501617889
West,WestSouth,hydro,,h2906,stInflow,0.501617889
West,WestSouth,hydro,,h2907,stInflow,0.501617889
West,WestSouth,hydro,,h2908,stInflow,0.501617889
West,WestSouth,hydro,,h2909,stInflow,0.501617889
West,WestSouth,hydro,,h2910,stInflow,0.501617889
West,WestSouth,hydro,,h2911,stInflow,0.501617889
West,WestSouth,hydro,,h2912,stInflow,0.501617889
West,WestSouth,hydro,,h2913,stInflow,0.501617889
West,WestSouth,hydro,,h2914,stInflow,0.501617889
West,WestSouth,hydro,,h2915,stInflow,0.501617889
West,WestSouth,hydro,,h2916,stInflow,0.501617889
West,WestSouth,hydro,,h2917,stInflow,0.501617889
West,WestSouth,hydro,,h2918,stInflow,0.501617889
West,WestSouth,hydro,,h2919,stInflow,0.501617889
